id,name,text,emotion,sentiment,toxicity_score,abusive_words,length,platform,timestamp,cyberbullying
1265,arjun,Great work!,joy,neutral,0.28,0,11,Twitter,2026-03-26 07:59:29.608386,0
1266,meena,Keep going,neutral,positive,0.25,0,10,Instagram,2026-03-26 08:00:29.608386,0
1267,vikram,You are a loser,anger,negative,0.97,1,15,YouTube,2026-03-26 08:01:29.608386,1
1268,john,You are so stupid,anger,negative,0.85,1,17,Twitter,2026-03-26 08:02:29.608386,1
1269,priya,Well done,neutral,neutral,0.12,0,9,Instagram,2026-03-26 08:03:29.608386,0
1270,priya,Well done,joy,neutral,0.01,0,9,YouTube,2026-03-26 08:04:29.608386,0
1271,sara,Go away idiot,anger,negative,0.83,2,13,Instagram,2026-03-26 08:05:29.608386,1
1272,sara,Great work!,neutral,positive,0.22,0,11,Twitter,2026-03-26 08:06:29.608386,0
1273,rahul,Nobody likes you,anger,negative,0.87,1,16,YouTube,2026-03-26 08:07:29.608386,1
1274,vikram,Nobody likes you,anger,negative,0.78,2,16,Instagram,2026-03-26 08:08:29.608386,1
1275,anita,Well done,joy,positive,0.11,0,9,YouTube,2026-03-26 08:09:29.608386,0
1276,sara,Nobody likes you,anger,negative,0.82,3,16,Instagram,2026-03-26 08:10:29.608386,1
1277,meena,Good effort,joy,neutral,0.11,0,11,Twitter,2026-03-26 08:11:29.608386,0
1278,vikram,Well done,joy,positive,0.22,0,9,YouTube,2026-03-26 08:12:29.608386,0
1279,john,That's amazing,joy,positive,0.07,0,14,Twitter,2026-03-26 08:13:29.608386,0
1280,sara,You are a loser,anger,negative,0.88,3,15,Twitter,2026-03-26 08:14:29.608386,1
1281,meena,Nobody likes you,anger,negative,0.95,1,16,Instagram,2026-03-26 08:15:29.608386,1
1282,sara,Great work!,neutral,neutral,0.1,0,11,Twitter,2026-03-26 08:16:29.608386,0
1283,sara,Have a nice day,neutral,neutral,0.08,0,15,Twitter,2026-03-26 08:17:29.608386,0
1284,john,Shut up you fool,anger,negative,0.72,2,16,Instagram,2026-03-26 08:18:29.608386,1
1285,meena,Go away idiot,anger,negative,0.87,3,13,Instagram,2026-03-26 08:19:29.608386,1
1286,meena,You are useless,anger,negative,0.89,3,15,Instagram,2026-03-26 08:20:29.608386,1
1287,john,You are useless,anger,negative,0.98,2,15,Twitter,2026-03-26 08:21:29.608386,1
1288,rahul,You are a loser,anger,negative,0.81,2,15,YouTube,2026-03-26 08:22:29.608386,1
1289,rahul,You are a loser,anger,negative,0.72,2,15,Twitter,2026-03-26 08:23:29.608386,1
1290,arjun,Good effort,neutral,positive,0.23,0,11,Twitter,2026-03-26 08:24:29.608386,0
1291,meena,Keep going,neutral,positive,0.06,0,10,YouTube,2026-03-26 08:25:29.608386,0
1292,priya,Keep going,joy,neutral,0.18,0,10,Twitter,2026-03-26 08:26:29.608386,0
1293,john,Have a nice day,joy,neutral,0.09,0,15,YouTube,2026-03-26 08:27:29.608386,0
1294,meena,Go away idiot,anger,negative,0.82,1,13,YouTube,2026-03-26 08:28:29.608386,1
1295,meena,Well done,joy,neutral,0.13,0,9,Instagram,2026-03-26 08:29:29.608386,0
1296,rahul,Go away idiot,anger,negative,0.87,3,13,Twitter,2026-03-26 08:30:29.608386,1
1297,rahul,Have a nice day,neutral,positive,0.06,0,15,YouTube,2026-03-26 08:31:29.608386,0
1298,rahul,Well done,neutral,positive,0.05,0,9,Instagram,2026-03-26 08:32:29.608386,0
1299,arjun,You are a loser,anger,negative,0.72,3,15,Twitter,2026-03-26 08:33:29.608386,1
1300,sara,Go away idiot,anger,negative,0.95,3,13,Instagram,2026-03-26 08:34:29.608386,1
1301,meena,Nobody likes you,anger,negative,0.71,2,16,YouTube,2026-03-26 08:35:29.608386,1
1302,john,Shut up you fool,anger,negative,0.78,2,16,Twitter,2026-03-26 08:36:29.608386,1
1303,meena,Keep going,neutral,neutral,0.06,0,10,YouTube,2026-03-26 08:37:29.608386,0
1304,vikram,Shut up you fool,anger,negative,0.87,3,16,Twitter,2026-03-26 08:38:29.608386,1
1305,arjun,You are useless,anger,negative,0.71,1,15,Instagram,2026-03-26 08:39:29.608386,1
1306,sara,You are useless,anger,negative,0.77,2,15,YouTube,2026-03-26 08:40:29.608386,1
1307,rahul,You are so stupid,anger,negative,0.95,3,17,Instagram,2026-03-26 08:41:29.608386,1
1308,vikram,Well done,joy,positive,0.13,0,9,YouTube,2026-03-26 08:42:29.608386,0
1309,arjun,You are a loser,anger,negative,0.93,1,15,Twitter,2026-03-26 08:43:29.608386,1
1310,priya,That's amazing,neutral,neutral,0.3,0,14,YouTube,2026-03-26 08:44:29.608386,0
1311,anita,You are so stupid,anger,negative,0.91,3,17,YouTube,2026-03-26 08:45:29.608386,1
1312,priya,Shut up you fool,anger,negative,0.74,2,16,YouTube,2026-03-26 08:46:29.608386,1
1313,priya,You are a loser,anger,negative,1.0,2,15,Instagram,2026-03-26 08:47:29.608386,1
1314,anita,You are useless,anger,negative,0.81,3,15,YouTube,2026-03-26 08:48:29.608386,1
1315,vikram,That's amazing,neutral,positive,0.08,0,14,Instagram,2026-03-26 08:49:29.608386,0
1316,sara,You are useless,anger,negative,0.74,1,15,YouTube,2026-03-26 08:50:29.608386,1
1317,priya,Shut up you fool,anger,negative,0.98,1,16,YouTube,2026-03-26 08:51:29.608386,1
1318,john,Shut up you fool,anger,negative,0.98,1,16,YouTube,2026-03-26 08:52:29.608386,1
1319,rahul,Great work!,neutral,neutral,0.11,0,11,YouTube,2026-03-26 08:53:29.608386,0
1320,anita,Have a nice day,neutral,neutral,0.05,0,15,Instagram,2026-03-26 08:54:29.608386,0
1321,meena,Have a nice day,joy,positive,0.21,0,15,Twitter,2026-03-26 08:55:29.608386,0
1322,priya,Shut up you fool,anger,negative,0.8,1,16,Instagram,2026-03-26 08:56:29.608386,1
1323,sara,Go away idiot,anger,negative,0.91,2,13,Twitter,2026-03-26 08:57:29.608386,1
1324,john,Well done,joy,positive,0.13,0,9,YouTube,2026-03-26 08:58:29.608386,0
1325,arjun,Great work!,joy,neutral,0.23,0,11,Twitter,2026-03-26 08:59:29.608386,0
1326,priya,You are useless,anger,negative,0.71,2,15,YouTube,2026-03-26 09:00:29.608386,1
1327,anita,Nobody likes you,anger,negative,0.74,3,16,Twitter,2026-03-26 09:01:29.608386,1
1328,sara,That's amazing,joy,positive,0.13,0,14,YouTube,2026-03-26 09:02:29.608386,0
1329,anita,That's amazing,joy,positive,0.28,0,14,YouTube,2026-03-26 09:03:29.608386,0
1330,meena,You are useless,anger,negative,0.93,3,15,Instagram,2026-03-26 09:04:29.608386,1
1331,rahul,Well done,joy,neutral,0.28,0,9,Instagram,2026-03-26 09:05:29.608386,0
1332,vikram,Good effort,neutral,positive,0.3,0,11,Instagram,2026-03-26 09:06:29.608386,0
1333,priya,You are useless,anger,negative,0.72,3,15,Twitter,2026-03-26 09:07:29.608386,1
1334,arjun,Well done,joy,positive,0.29,0,9,YouTube,2026-03-26 09:08:29.608386,0
1335,meena,Good effort,neutral,neutral,0.09,0,11,Twitter,2026-03-26 09:09:29.608386,0
1336,anita,Great work!,neutral,neutral,0.11,0,11,Instagram,2026-03-26 09:10:29.608386,0
1337,sara,You are so stupid,anger,negative,0.74,3,17,Twitter,2026-03-26 09:11:29.608386,1
1338,arjun,That's amazing,joy,neutral,0.18,0,14,YouTube,2026-03-26 09:12:29.608386,0
1339,john,That's amazing,joy,neutral,0.28,0,14,YouTube,2026-03-26 09:13:29.608386,0
1340,meena,Have a nice day,joy,positive,0.15,0,15,Twitter,2026-03-26 09:14:29.608386,0
1341,vikram,You are a loser,anger,negative,0.86,2,15,Instagram,2026-03-26 09:15:29.608386,1
1342,priya,Have a nice day,neutral,positive,0.07,0,15,Instagram,2026-03-26 09:16:29.608386,0
1343,meena,Keep going,neutral,positive,0.26,0,10,YouTube,2026-03-26 09:17:29.608386,0
1344,vikram,Nobody likes you,anger,negative,0.91,1,16,Instagram,2026-03-26 09:18:29.608386,1
1345,priya,Shut up you fool,anger,negative,0.74,3,16,Instagram,2026-03-26 09:19:29.608386,1
1346,rahul,Shut up you fool,anger,negative,0.75,2,16,Twitter,2026-03-26 09:20:29.608386,1
1347,vikram,Have a nice day,neutral,positive,0.05,0,15,Instagram,2026-03-26 09:21:29.608386,0
1348,meena,You are so stupid,anger,negative,0.74,3,17,Twitter,2026-03-26 09:22:29.608386,1
1349,vikram,You are useless,anger,negative,0.96,3,15,Instagram,2026-03-26 09:23:29.608386,1
1350,john,Great work!,neutral,neutral,0.16,0,11,Twitter,2026-03-26 09:24:29.608386,0
1351,sara,You are useless,anger,negative,0.98,1,15,Instagram,2026-03-26 09:25:29.608386,1
1352,meena,You are so stupid,anger,negative,0.95,2,17,YouTube,2026-03-26 09:26:29.608386,1
1353,sara,Well done,joy,neutral,0.14,0,9,Instagram,2026-03-26 09:27:29.608386,0
1354,anita,You are useless,anger,negative,0.75,3,15,Twitter,2026-03-26 09:28:29.608386,1
1355,john,Nobody likes you,anger,negative,1.0,2,16,Instagram,2026-03-26 09:29:29.608386,1
1356,meena,You are a loser,anger,negative,0.96,3,15,YouTube,2026-03-26 09:30:29.608386,1
1357,arjun,Well done,neutral,positive,0.04,0,9,Twitter,2026-03-26 09:31:29.608386,0
1358,sara,You are so stupid,anger,negative,0.92,1,17,Twitter,2026-03-26 09:32:29.608386,1
1359,john,Keep going,neutral,positive,0.1,0,10,Instagram,2026-03-26 09:33:29.608386,0
1360,meena,Shut up you fool,anger,negative,0.99,2,16,Instagram,2026-03-26 09:34:29.608386,1
1361,john,Great work!,neutral,neutral,0.3,0,11,YouTube,2026-03-26 09:35:29.608386,0
1362,meena,You are useless,anger,negative,0.84,3,15,Twitter,2026-03-26 09:36:29.608386,1
1363,john,Shut up you fool,anger,negative,1.0,1,16,Twitter,2026-03-26 09:37:29.608386,1
1364,meena,Shut up you fool,anger,negative,0.96,1,16,YouTube,2026-03-26 09:38:29.608386,1
1365,priya,Great work!,neutral,neutral,0.08,0,11,YouTube,2026-03-26 09:39:29.608386,0
1366,john,Have a nice day,neutral,positive,0.06,0,15,YouTube,2026-03-26 09:40:29.608386,0
1367,priya,Nobody likes you,anger,negative,0.89,1,16,YouTube,2026-03-26 09:41:29.608386,1
1368,arjun,That's amazing,joy,positive,0.0,0,14,Twitter,2026-03-26 09:42:29.608386,0
1369,anita,Shut up you fool,anger,negative,0.83,1,16,YouTube,2026-03-26 09:43:29.608386,1
1370,john,You are so stupid,anger,negative,0.9,1,17,Instagram,2026-03-26 09:44:29.608386,1
1371,meena,You are so stupid,anger,negative,0.73,2,17,YouTube,2026-03-26 09:45:29.608386,1
1372,priya,You are useless,anger,negative,0.89,1,15,Twitter,2026-03-26 09:46:29.608386,1
1373,meena,Keep going,neutral,positive,0.17,0,10,Instagram,2026-03-26 09:47:29.608386,0
1374,priya,Have a nice day,neutral,neutral,0.19,0,15,Twitter,2026-03-26 09:48:29.608386,0
1375,meena,Great work!,joy,neutral,0.1,0,11,Instagram,2026-03-26 09:49:29.608386,0
1376,rahul,That's amazing,joy,neutral,0.11,0,14,YouTube,2026-03-26 09:50:29.608386,0
1377,meena,Good effort,neutral,neutral,0.29,0,11,Twitter,2026-03-26 09:51:29.608386,0
1378,anita,Go away idiot,anger,negative,0.8,2,13,Instagram,2026-03-26 09:52:29.608386,1
1379,meena,You are useless,anger,negative,0.81,1,15,Twitter,2026-03-26 09:53:29.608386,1
1380,john,Go away idiot,anger,negative,0.83,3,13,Twitter,2026-03-26 09:54:29.608386,1
1381,arjun,Go away idiot,anger,negative,0.7,1,13,Instagram,2026-03-26 09:55:29.608386,1
1382,john,Have a nice day,neutral,positive,0.04,0,15,YouTube,2026-03-26 09:56:29.608386,0
1383,john,Good effort,joy,neutral,0.11,0,11,Instagram,2026-03-26 09:57:29.608386,0
1384,rahul,Have a nice day,neutral,neutral,0.17,0,15,Instagram,2026-03-26 09:58:29.608386,0
1385,anita,Good effort,joy,positive,0.04,0,11,YouTube,2026-03-26 09:59:29.608386,0
1386,arjun,You are useless,anger,negative,1.0,1,15,Instagram,2026-03-26 10:00:29.608386,1
1387,priya,Shut up you fool,anger,negative,0.87,2,16,Twitter,2026-03-26 10:01:29.608386,1
1388,arjun,Shut up you fool,anger,negative,0.95,1,16,Instagram,2026-03-26 10:02:29.608386,1
1389,sara,Nobody likes you,anger,negative,0.83,2,16,Instagram,2026-03-26 10:03:29.608386,1
1390,vikram,Go away idiot,anger,negative,0.93,2,13,YouTube,2026-03-26 10:04:29.608386,1
1391,rahul,Well done,neutral,neutral,0.18,0,9,YouTube,2026-03-26 10:05:29.608386,0
1392,anita,Nobody likes you,anger,negative,0.87,2,16,Twitter,2026-03-26 10:06:29.608386,1
1393,anita,Well done,neutral,positive,0.05,0,9,Instagram,2026-03-26 10:07:29.608386,0
1394,sara,Shut up you fool,anger,negative,0.91,1,16,Twitter,2026-03-26 10:08:29.608386,1
1395,meena,You are so stupid,anger,negative,0.84,3,17,Instagram,2026-03-26 10:09:29.608386,1
1396,arjun,Well done,joy,neutral,0.14,0,9,Instagram,2026-03-26 10:10:29.608386,0
1397,vikram,You are a loser,anger,negative,0.86,2,15,Instagram,2026-03-26 10:11:29.608386,1
1398,anita,That's amazing,joy,neutral,0.14,0,14,Twitter,2026-03-26 10:12:29.608386,0
1399,priya,Good effort,neutral,neutral,0.13,0,11,YouTube,2026-03-26 10:13:29.608386,0
1400,priya,Well done,neutral,neutral,0.08,0,9,YouTube,2026-03-26 10:14:29.608386,0
1401,sara,That's amazing,neutral,neutral,0.21,0,14,YouTube,2026-03-26 10:15:29.608386,0
1402,vikram,Go away idiot,anger,negative,0.73,1,13,Instagram,2026-03-26 10:16:29.608386,1
1403,sara,Have a nice day,neutral,positive,0.05,0,15,Instagram,2026-03-26 10:17:29.608386,0
1404,anita,You are useless,anger,negative,0.71,2,15,Twitter,2026-03-26 10:18:29.608386,1
1405,meena,Nobody likes you,anger,negative,0.96,3,16,Instagram,2026-03-26 10:19:29.608386,1
1406,rahul,Go away idiot,anger,negative,0.85,1,13,Twitter,2026-03-26 10:20:29.608386,1
1407,meena,Great work!,neutral,neutral,0.27,0,11,Instagram,2026-03-26 10:21:29.608386,0
1408,anita,You are so stupid,anger,negative,0.87,3,17,Twitter,2026-03-26 10:22:29.608386,1
1409,sara,Good effort,joy,positive,0.08,0,11,YouTube,2026-03-26 10:23:29.608386,0
1410,vikram,You are so stupid,anger,negative,0.74,3,17,Twitter,2026-03-26 10:24:29.608386,1
1411,meena,Well done,neutral,neutral,0.03,0,9,Instagram,2026-03-26 10:25:29.608386,0
1412,vikram,Nobody likes you,anger,negative,0.77,1,16,Twitter,2026-03-26 10:26:29.608386,1
1413,anita,You are a loser,anger,negative,0.82,1,15,Instagram,2026-03-26 10:27:29.608386,1
1414,vikram,Shut up you fool,anger,negative,0.88,1,16,YouTube,2026-03-26 10:28:29.608386,1
1415,meena,You are a loser,anger,negative,0.96,1,15,Instagram,2026-03-26 10:29:29.608386,1
1416,priya,Great work!,joy,positive,0.23,0,11,YouTube,2026-03-26 10:30:29.608386,0
1417,sara,Have a nice day,neutral,positive,0.29,0,15,Instagram,2026-03-26 10:31:29.608386,0
1418,arjun,You are a loser,anger,negative,0.93,3,15,Twitter,2026-03-26 10:32:29.608386,1
1419,meena,Well done,joy,positive,0.05,0,9,YouTube,2026-03-26 10:33:29.608386,0
1420,anita,You are a loser,anger,negative,0.96,3,15,Twitter,2026-03-26 10:34:29.608386,1
1421,arjun,Nobody likes you,anger,negative,0.92,1,16,Instagram,2026-03-26 10:35:29.608386,1
1422,anita,Great work!,neutral,positive,0.22,0,11,Instagram,2026-03-26 10:36:29.608386,0
1423,priya,You are a loser,anger,negative,0.87,2,15,Twitter,2026-03-26 10:37:29.608386,1
1424,priya,You are a loser,anger,negative,0.72,2,15,YouTube,2026-03-26 10:38:29.608386,1
1425,priya,You are a loser,anger,negative,0.8,1,15,Instagram,2026-03-26 10:39:29.608386,1
1426,anita,You are a loser,anger,negative,0.86,3,15,Twitter,2026-03-26 10:40:29.608386,1
1427,arjun,Have a nice day,neutral,neutral,0.22,0,15,YouTube,2026-03-26 10:41:29.608386,0
1428,vikram,Shut up you fool,anger,negative,0.96,2,16,YouTube,2026-03-26 10:42:29.608386,1
1429,arjun,Keep going,joy,positive,0.25,0,10,Instagram,2026-03-26 10:43:29.608386,0
1430,vikram,Have a nice day,joy,positive,0.09,0,15,Twitter,2026-03-26 10:44:29.608386,0
1431,arjun,Nobody likes you,anger,negative,0.89,3,16,Twitter,2026-03-26 10:45:29.608386,1
1432,arjun,Well done,joy,neutral,0.14,0,9,Instagram,2026-03-26 10:46:29.608386,0
1433,vikram,Shut up you fool,anger,negative,0.82,2,16,YouTube,2026-03-26 10:47:29.608386,1
1434,meena,You are a loser,anger,negative,0.9,3,15,Instagram,2026-03-26 10:48:29.608386,1
1435,priya,Good effort,neutral,positive,0.04,0,11,Twitter,2026-03-26 10:49:29.608386,0
1436,arjun,Great work!,neutral,positive,0.01,0,11,YouTube,2026-03-26 10:50:29.608386,0
1437,vikram,You are a loser,anger,negative,0.98,2,15,YouTube,2026-03-26 10:51:29.608386,1
1438,john,Shut up you fool,anger,negative,0.73,1,16,Twitter,2026-03-26 10:52:29.608386,1
1439,anita,Good effort,neutral,positive,0.23,0,11,Twitter,2026-03-26 10:53:29.608386,0
1440,rahul,Nobody likes you,anger,negative,0.95,2,16,Twitter,2026-03-26 10:54:29.608386,1
1441,sara,That's amazing,joy,positive,0.23,0,14,Twitter,2026-03-26 10:55:29.608386,0
1442,vikram,You are so stupid,anger,negative,0.93,3,17,Instagram,2026-03-26 10:56:29.608386,1
1443,sara,You are useless,anger,negative,0.93,3,15,YouTube,2026-03-26 10:57:29.608386,1
1444,anita,Go away idiot,anger,negative,0.77,3,13,Instagram,2026-03-26 10:58:29.608386,1
1445,anita,Keep going,neutral,positive,0.01,0,10,Twitter,2026-03-26 10:59:29.608386,0
1446,arjun,Shut up you fool,anger,negative,0.94,2,16,Twitter,2026-03-26 11:00:29.608386,1
1447,vikram,Go away idiot,anger,negative,0.99,1,13,Instagram,2026-03-26 11:01:29.608386,1
1448,anita,Great work!,joy,neutral,0.23,0,11,Twitter,2026-03-26 11:02:29.608386,0
1449,rahul,Have a nice day,joy,positive,0.19,0,15,Instagram,2026-03-26 11:03:29.608386,0
1450,arjun,Keep going,joy,neutral,0.2,0,10,Twitter,2026-03-26 11:04:29.608386,0
1451,meena,You are so stupid,anger,negative,0.75,2,17,YouTube,2026-03-26 11:05:29.608386,1
1452,meena,You are so stupid,anger,negative,0.92,2,17,Twitter,2026-03-26 11:06:29.608386,1
1453,arjun,Great work!,neutral,neutral,0.25,0,11,Instagram,2026-03-26 11:07:29.608386,0
1454,arjun,Go away idiot,anger,negative,0.78,3,13,YouTube,2026-03-26 11:08:29.608386,1
1455,vikram,Good effort,joy,neutral,0.17,0,11,Instagram,2026-03-26 11:09:29.608386,0
1456,sara,Great work!,joy,positive,0.04,0,11,Instagram,2026-03-26 11:10:29.608386,0
1457,sara,Well done,joy,neutral,0.19,0,9,YouTube,2026-03-26 11:11:29.608386,0
1458,sara,Keep going,neutral,neutral,0.11,0,10,YouTube,2026-03-26 11:12:29.608386,0
1459,meena,Great work!,neutral,positive,0.11,0,11,YouTube,2026-03-26 11:13:29.608386,0
1460,anita,You are a loser,anger,negative,0.86,1,15,YouTube,2026-03-26 11:14:29.608386,1
1461,rahul,Shut up you fool,anger,negative,0.85,2,16,Instagram,2026-03-26 11:15:29.608386,1
1462,arjun,Well done,neutral,positive,0.19,0,9,Twitter,2026-03-26 11:16:29.608386,0
1463,meena,That's amazing,joy,neutral,0.07,0,14,YouTube,2026-03-26 11:17:29.608386,0
1464,anita,Nobody likes you,anger,negative,0.88,1,16,Instagram,2026-03-26 11:18:29.608386,1
1465,priya,You are a loser,anger,negative,0.71,3,15,Twitter,2026-03-26 11:19:29.608386,1
1466,anita,Keep going,neutral,positive,0.27,0,10,Twitter,2026-03-26 11:20:29.608386,0
1467,priya,Have a nice day,joy,neutral,0.02,0,15,Instagram,2026-03-26 11:21:29.608386,0
1468,arjun,You are a loser,anger,negative,0.76,2,15,YouTube,2026-03-26 11:22:29.608386,1
1469,john,That's amazing,neutral,neutral,0.08,0,14,Instagram,2026-03-26 11:23:29.608386,0
1470,john,Nobody likes you,anger,negative,0.88,3,16,Twitter,2026-03-26 11:24:29.608386,1
1471,priya,Well done,neutral,neutral,0.03,0,9,Instagram,2026-03-26 11:25:29.608386,0
1472,vikram,Good effort,neutral,neutral,0.07,0,11,Twitter,2026-03-26 11:26:29.608386,0
1473,meena,You are useless,anger,negative,0.77,1,15,Twitter,2026-03-26 11:27:29.608386,1
1474,priya,You are a loser,anger,negative,0.75,2,15,Twitter,2026-03-26 11:28:29.608386,1
1475,anita,You are useless,anger,negative,0.97,1,15,Twitter,2026-03-26 11:29:29.608386,1
1476,arjun,Shut up you fool,anger,negative,0.77,2,16,Instagram,2026-03-26 11:30:29.608386,1
1477,meena,Shut up you fool,anger,negative,0.98,3,16,Instagram,2026-03-26 11:31:29.608386,1
1478,priya,You are useless,anger,negative,0.96,2,15,Instagram,2026-03-26 11:32:29.608386,1
1479,arjun,Well done,joy,neutral,0.21,0,9,Instagram,2026-03-26 11:33:29.608386,0
1480,priya,That's amazing,neutral,positive,0.1,0,14,YouTube,2026-03-26 11:34:29.608386,0
1481,sara,Good effort,neutral,positive,0.16,0,11,YouTube,2026-03-26 11:35:29.608386,0
1482,sara,Good effort,joy,positive,0.21,0,11,Twitter,2026-03-26 11:36:29.608386,0
1483,arjun,Nobody likes you,anger,negative,0.93,1,16,YouTube,2026-03-26 11:37:29.608386,1
1484,rahul,Have a nice day,neutral,positive,0.01,0,15,Twitter,2026-03-26 11:38:29.608386,0
1485,priya,Keep going,neutral,positive,0.05,0,10,Instagram,2026-03-26 11:39:29.608386,0
1486,john,You are so stupid,anger,negative,0.82,1,17,YouTube,2026-03-26 11:40:29.608386,1
1487,rahul,Shut up you fool,anger,negative,0.73,2,16,YouTube,2026-03-26 11:41:29.608386,1
1488,arjun,Nobody likes you,anger,negative,0.98,3,16,YouTube,2026-03-26 11:42:29.608386,1
1489,arjun,Shut up you fool,anger,negative,0.85,3,16,YouTube,2026-03-26 11:43:29.608386,1
1490,priya,Go away idiot,anger,negative,0.86,2,13,Twitter,2026-03-26 11:44:29.608386,1
1491,arjun,Have a nice day,joy,neutral,0.03,0,15,YouTube,2026-03-26 11:45:29.608386,0
1492,arjun,You are a loser,anger,negative,0.87,2,15,YouTube,2026-03-26 11:46:29.608386,1
1493,rahul,You are so stupid,anger,negative,0.77,1,17,Twitter,2026-03-26 11:47:29.608386,1
1494,vikram,Well done,neutral,neutral,0.12,0,9,Instagram,2026-03-26 11:48:29.608386,0
1495,arjun,That's amazing,neutral,neutral,0.21,0,14,YouTube,2026-03-26 11:49:29.608386,0
1496,priya,Go away idiot,anger,negative,0.89,1,13,Twitter,2026-03-26 11:50:29.608386,1
1497,anita,Great work!,joy,neutral,0.09,0,11,Twitter,2026-03-26 11:51:29.608386,0
1498,john,Good effort,neutral,positive,0.23,0,11,YouTube,2026-03-26 11:52:29.608386,0
1499,rahul,You are a loser,anger,negative,0.9,3,15,YouTube,2026-03-26 11:53:29.608386,1
1500,anita,That's amazing,neutral,positive,0.05,0,14,YouTube,2026-03-26 11:54:29.608386,0
1501,rahul,Good effort,joy,positive,0.26,0,11,YouTube,2026-03-26 11:55:29.608386,0
1502,anita,You are useless,anger,negative,0.84,2,15,YouTube,2026-03-26 11:56:29.608386,1
1503,john,Well done,neutral,neutral,0.25,0,9,YouTube,2026-03-26 11:57:29.608386,0
1504,sara,You are so stupid,anger,negative,0.97,3,17,YouTube,2026-03-26 11:58:29.608386,1
1505,sara,You are useless,anger,negative,0.82,2,15,Twitter,2026-03-26 11:59:29.608386,1
1506,anita,Good effort,joy,neutral,0.15,0,11,Twitter,2026-03-26 12:00:29.608386,0
1507,arjun,Well done,neutral,neutral,0.12,0,9,YouTube,2026-03-26 12:01:29.608386,0
1508,rahul,Go away idiot,anger,negative,0.93,2,13,YouTube,2026-03-26 12:02:29.608386,1
1509,sara,Go away idiot,anger,negative,0.7,1,13,Instagram,2026-03-26 12:03:29.608386,1
1510,meena,Great work!,neutral,neutral,0.2,0,11,Instagram,2026-03-26 12:04:29.608386,0
1511,anita,Shut up you fool,anger,negative,0.78,3,16,YouTube,2026-03-26 12:05:29.608386,1
1512,john,Shut up you fool,anger,negative,0.86,3,16,Twitter,2026-03-26 12:06:29.608386,1
1513,meena,Great work!,joy,neutral,0.18,0,11,YouTube,2026-03-26 12:07:29.608386,0
1514,john,That's amazing,joy,neutral,0.26,0,14,Twitter,2026-03-26 12:08:29.608386,0
1515,anita,Go away idiot,anger,negative,0.91,2,13,YouTube,2026-03-26 12:09:29.608386,1
1516,anita,Shut up you fool,anger,negative,0.99,1,16,YouTube,2026-03-26 12:10:29.608386,1
1517,meena,You are useless,anger,negative,0.89,1,15,Instagram,2026-03-26 12:11:29.608386,1
1518,sara,Nobody likes you,anger,negative,0.88,2,16,Twitter,2026-03-26 12:12:29.608386,1
1519,sara,You are a loser,anger,negative,0.75,3,15,YouTube,2026-03-26 12:13:29.608386,1
1520,arjun,You are so stupid,anger,negative,0.86,2,17,YouTube,2026-03-26 12:14:29.608386,1
1521,vikram,Great work!,joy,neutral,0.12,0,11,Instagram,2026-03-26 12:15:29.608386,0
1522,arjun,Well done,neutral,positive,0.2,0,9,Twitter,2026-03-26 12:16:29.608386,0
1523,arjun,Go away idiot,anger,negative,0.89,1,13,YouTube,2026-03-26 12:17:29.608386,1
1524,meena,That's amazing,neutral,neutral,0.09,0,14,YouTube,2026-03-26 12:18:29.608386,0
1525,anita,Good effort,joy,neutral,0.12,0,11,Twitter,2026-03-26 12:19:29.608386,0
1526,arjun,Well done,joy,neutral,0.3,0,9,Instagram,2026-03-26 12:20:29.608386,0
1527,arjun,Keep going,neutral,positive,0.25,0,10,Instagram,2026-03-26 12:21:29.608386,0
1528,anita,That's amazing,joy,positive,0.0,0,14,Instagram,2026-03-26 12:22:29.608386,0
1529,sara,You are useless,anger,negative,0.88,2,15,YouTube,2026-03-26 12:23:29.608386,1
1530,arjun,Have a nice day,neutral,neutral,0.07,0,15,YouTube,2026-03-26 12:24:29.608386,0
1531,priya,Go away idiot,anger,negative,0.71,2,13,YouTube,2026-03-26 12:25:29.608386,1
1532,rahul,Go away idiot,anger,negative,0.84,2,13,Twitter,2026-03-26 12:26:29.608386,1
1533,vikram,Good effort,joy,neutral,0.22,0,11,YouTube,2026-03-26 12:27:29.608386,0
1534,arjun,That's amazing,joy,positive,0.14,0,14,Instagram,2026-03-26 12:28:29.608386,0
1535,sara,Well done,neutral,neutral,0.16,0,9,Instagram,2026-03-26 12:29:29.608386,0
1536,priya,You are so stupid,anger,negative,0.89,3,17,YouTube,2026-03-26 12:30:29.608386,1
1537,john,Keep going,neutral,positive,0.12,0,10,YouTube,2026-03-26 12:31:29.608386,0
1538,priya,Shut up you fool,anger,negative,0.77,2,16,Twitter,2026-03-26 12:32:29.608386,1
1539,anita,Go away idiot,anger,negative,0.77,1,13,Twitter,2026-03-26 12:33:29.608386,1
1540,sara,Shut up you fool,anger,negative,0.89,3,16,Twitter,2026-03-26 12:34:29.608386,1
1541,meena,You are a loser,anger,negative,0.8,2,15,YouTube,2026-03-26 12:35:29.608386,1
1542,meena,You are a loser,anger,negative,0.97,1,15,Instagram,2026-03-26 12:36:29.608386,1
1543,anita,Well done,joy,positive,0.24,0,9,Twitter,2026-03-26 12:37:29.608386,0
1544,priya,Great work!,joy,neutral,0.17,0,11,Twitter,2026-03-26 12:38:29.608386,0
